Experiment start date,Image date,Strain,Liquid Starter culture Medium,Experimental Medium,Nitrogen added to AGAR medium (uM of ammonium sulfate),Sodium sulfide added (ug of S/L,Days after innoculation,Total colonies (before wash),Total invasive colonies (after wash),% of colonies with invasive growth,Increase in % of colonies with IG with added sulfide
43805,43809,796 tmn3,2 x SLAD,2 x SLAD (BD agar),50,0,4,32,32,1,NA
43805,43809,796 tmn3,2 x SLAD,2 x SLAD (BD agar),75,0,4,38,38,1,NA
43805,43809,796 vht1,2 x SLAD,2 x SLAD (BD agar),50,0,4,0,0,0,NA
43805,43809,796 vht1,2 x SLAD,2 x SLAD (BD agar),75,0,4,0,0,0,NA
43805,43809,796 yhl008c J1,2 x SLAD,2 x SLAD (BD agar),50,0,4,43,22,0.51,NA
43805,43809,796 yhl008c J1,2 x SLAD,2 x SLAD (BD agar),75,0,4,57,15,0.26,NA
43805,43809,796 yhl008c J4,2 x SLAD,2 x SLAD (BD agar),75,0,4,50,25,0.5,NA
43805,43809,796 yhl008c J4,2 x SLAD,2 x SLAD (BD agar),75,0,4,45,43,0.96,NA
43805,43809,796,2 x SLAD,2 x SLAD (BD agar),50,400,4,43,43,1,NA
43805,43809,796,2 x SLAD,2 x SLAD (BD agar),75,400,4,49,49,1,NA
43805,43809,79 alr2,2 x SLAD,2 x SLAD (BD agar),50,400,4,43,43,1,NA
43805,43809,79 alr2,2 x SLAD,2 x SLAD (BD agar),75,400,4,48,10,0.21,NA
43805,43809,796 dur3,2 x SLAD,2 x SLAD (BD agar),50,400,4,19,19,1,NA
43805,43809,796 dur3,2 x SLAD,2 x SLAD (BD agar),75,400,4,31,31,1,NA
43805,43809,796 nrt1,2 x SLAD,2 x SLAD (BD agar),50,400,4,34,34,1,NA
43805,43809,796 nrt1,2 x SLAD,2 x SLAD (BD agar),75,400,4,40,39,0.98,NA
43805,43809,796 pma2,2 x SLAD,2 x SLAD (BD agar),50,400,4,48,48,1,NA
43805,43809,796 pma2,2 x SLAD,2 x SLAD (BD agar),75,400,4,36,36,1,NA
43805,43809,796 put4,2 x SLAD,2 x SLAD (BD agar),50,400,4,34,30,0.88,NA
43805,43809,796 put4,2 x SLAD,2 x SLAD (BD agar),75,400,4,37,37,1,NA
43805,43809,796 sac3,2 x SLAD,2 x SLAD (BD agar),50,400,4,28,0,0,NA
43805,43809,796 sac3,2 x SLAD,2 x SLAD (BD agar),75,400,4,33,0,0,NA
43805,43809,796 tmn3,2 x SLAD,2 x SLAD (BD agar),50,400,4,39,39,1,NA
43805,43809,796 tmn3,2 x SLAD,2 x SLAD (BD agar),75,400,4,35,35,1,NA
43805,43809,796 vht1,2 x SLAD,2 x SLAD (BD agar),50,400,4,0,0,0,NA
43805,43809,796 vht1,2 x SLAD,2 x SLAD (BD agar),75,400,4,0,0,0,NA
43805,43809,796 yhl008c J1,2 x SLAD,2 x SLAD (BD agar),50,400,4,47,7,0.15,NA
43805,43809,796 yhl008c J1,2 x SLAD,2 x SLAD (BD agar),75,400,4,44,19,0.43,NA
43805,43809,796 yhl008c J4,2 x SLAD,2 x SLAD (BD agar),75,400,4,25,13,0.52,NA
43805,43809,796 yhl008c J4,2 x SLAD,2 x SLAD (BD agar),75,400,4,25,1,0.04,NA
